index_id ,result_from ,zpid       ,creationDate ,isShowcaseListing ,lotAreaValue ,streetAddress             ,unit       ,bedrooms ,longitude  ,rentZestimate ,zestimate ,priceChange ,homeType      ,isUnmappable ,state ,newConstructionType         ,isFeatured ,zipcode ,latitude  ,priceReduction     ,taxAssessedValue ,datePriceChanged ,country ,isPreforeclosureAuction ,bathrooms ,openHouse   ,shouldHighlight ,videoCount ,lotAreaUnit ,city    ,homeStatusForHDP ,currency ,homeStatus ,price   ,priceForHDP ,open_house_info ,livingArea ,listing_sub_type ,isZillowOwned ,isPremierBuilder ,isNonOwnerOccupied ,daysOnZillow
      32 ,listing_url ,  27816954 ,2023-11-01   ,FALSE             ,   4000.0    ,3232 Reeves St            ,           ,     4.0 ,-95.358444 ,       1506.0 , 279100.0 ,            ,MULTI_FAMILY  ,False        ,TX    ,                            ,False      ,  77004 ,29.72825  ,                   ,        178606.0 ,                 ,USA     ,False                   ,        2 ,            ,False           ,         0 ,sqft        ,Houston ,FOR_SALE         ,USD      ,FOR_SALE   , 290000 ,     290000 ,                ,     672.0 ,[object Object]  ,False         ,False            ,True               ,-1
      33 ,listing_url ,  27787315 ,2023-11-01   ,FALSE             ,   5000.0    ,3110 Hadley St            ,           ,     4.0 ,-95.35485  ,       1500.0 , 277200.0 ,            ,MULTI_FAMILY  ,False        ,TX    ,                            ,False      ,  77004 ,29.736698 ,                   ,        171900.0 ,                 ,USA     ,False                   ,        2 ,            ,False           ,         0 ,sqft        ,Houston ,FOR_SALE         ,USD      ,FOR_SALE   , 290000 ,     290000 ,                ,     533.0 ,[object Object]  ,False         ,False            ,True               ,-1
      34 ,listing_url ,  27758496 ,2023-11-01   ,FALSE             ,   3500.0    ,3016 Nagle St             ,           ,     2.0 ,-95.361984 ,       1347.0 , 287500.0 ,            ,MULTI_FAMILY  ,False        ,TX    ,                            ,False      ,  77004 ,29.733793 ,                   ,        194204.0 ,                 ,USA     ,False                   ,        2 ,            ,False           ,         0 ,sqft        ,Houston ,FOR_SALE         ,USD      ,FOR_SALE   , 290000 ,     290000 ,                ,     672.0 ,[object Object]  ,False         ,False            ,True               ,-1
      35 ,listing_url ,  27850898 ,2023-11-01   ,FALSE             ,   6300.0    ,2824 Wheeler St           ,           ,     3.0 ,-95.36685  ,       2949.0 ,          ,            ,SINGLE_FAMILY ,False        ,TX    ,                            ,False      ,  77004 ,29.724184 ,                   ,        384405.0 ,                 ,USA     ,False                   ,        3 ,            ,False           ,         0 ,sqft        ,Houston ,FOR_SALE         ,USD      ,FOR_SALE   , 519000 ,     519000 ,                ,    2440.0 ,[object Object]  ,False         ,False            ,True               ,-1
      36 ,listing_url ,  27848616 ,2023-11-01   ,FALSE             ,   5610.528  ,2906 Southmore Blvd       ,           ,     4.0 ,-95.37108  ,       2824.0 , 526800.0 ,-25000.0    ,SINGLE_FAMILY ,False        ,TX    ,                            ,False      ,  77004 ,29.718357 ,"$25,000 (Oct 18)" ,        450000.0 , 1697612400000.0 ,USA     ,False                   ,        4 ,            ,False           ,         0 ,sqft        ,Houston ,FOR_SALE         ,USD      ,FOR_SALE   , 549990 ,     549990 ,                ,    2072.0 ,[object Object]  ,False         ,False            ,True               ,-1
      37 ,listing_url ,2054545899 ,2023-11-01   ,FALSE             ,   6398.964  ,2102-2102 Tuam St #2106   ,# 2106     ,         ,-95.36588  ,       1790.0 ,          ,            ,LOT           ,False        ,TX    ,                            ,False      ,  77004 ,29.73747  ,                   ,                 ,                 ,USA     ,False                   ,        0 ,            ,False           ,         0 ,sqft        ,Houston ,FOR_SALE         ,USD      ,FOR_SALE   , 612500 ,     612500 ,                ,           ,[object Object]  ,False         ,False            ,True               ,-1
      38 ,listing_url , 125460970 ,2023-11-01   ,FALSE             ,   3497.868  ,1801 Wichita St           ,           ,     3.0 ,-95.37943  ,       3288.0 ,          ,            ,SINGLE_FAMILY ,False        ,TX    ,                            ,False      ,  77004 ,29.725676 ,                   ,        497885.0 ,                 ,USA     ,False                   ,        3 ,            ,False           ,         0 ,sqft        ,Houston ,FOR_SALE         ,USD      ,FOR_SALE   , 505000 ,     505000 ,                ,    2411.0 ,[object Object]  ,False         ,False            ,True               ,-1
      39 ,listing_url ,2062755486 ,2023-11-01   ,FALSE             ,   5793.48   ,3301 Emancipation Ave     ,           ,         ,-95.3659   ,       1328.0 ,          ,-50000.0    ,LOT           ,False        ,TX    ,                            ,False      ,  77004 ,29.733797 ,"$50,000 (Nov 1)"  ,                 , 1698822000000.0 ,USA     ,False                   ,        0 ,            ,False           ,         0 ,sqft        ,Houston ,FOR_SALE         ,USD      ,FOR_SALE   , 250000 ,     250000 ,                ,           ,[object Object]  ,False         ,False            ,True               ,-1
      40 ,listing_url , 249895876 ,2023-11-01   ,True              ,   1820.0    ,1404 Cleburne St          ,           ,     3.0 ,-95.37807  ,       3300.0 , 509400.0 ,            ,SINGLE_FAMILY ,False        ,TX    ,BUILDER_SPEC                ,False      ,  77004 ,29.73358  ,                   ,         98294.0 ,                 ,USA     ,False                   ,        4 ,            ,False           ,         0 ,sqft        ,Houston ,FOR_SALE         ,USD      ,FOR_SALE   , 515000 ,     515000 ,                ,    2217.0 ,[object Object]  ,False         ,False            ,True               ,-1
      41 ,listing_url ,  27758673 ,2023-11-01   ,FALSE             ,   1463.616  ,2110 Stuart St            ,           ,     3.0 ,-95.36787  ,       3200.0 ,          ,-45000.0    ,SINGLE_FAMILY ,False        ,TX    ,                            ,False      ,  77004 ,29.734835 ,"$45,000 (Nov 1)"  ,         77510.0 , 1698822000000.0 ,USA     ,False                   ,        4 ,            ,False           ,         0 ,sqft        ,Houston ,FOR_SALE         ,USD      ,FOR_SALE   , 440000 ,     440000 ,                ,    2255.0 ,[object Object]  ,False         ,False            ,True               ,-1
